_id,user,name,number,case_quantity,description,qoh_case,qoh_units,case_weight,reorder_quantity,length,width,height,ship_ready
1232,128,MIGHTY TACO MIGHTY MILD STUFF,9208065000,12,MIGHTY TACO MIGHTY MILD STUFF,0,42,16,0,0,0,0,0
1233,230,Orange Water bottle,LP18,24,Orange Water bottle,0,47,18,0,0,0,0,0
1234,230,Black Backpack,LP19,10,Black Backpack- 46BK,0,40,28,0,0,0,0,0
1235,230,Mission Statement Notebook,LP20,24,Mission Statement Notebook,0,69,26,0,0,0,0,0
1236,108,BOWL-012,BOWL012,6,Oh Look I'm Eating Again Bowl,0,102,3,0,0,0,0,1
1237,230,ANTIBACTERIAL HAND SANITIZER,LP16,300,ANTIBACTERIAL HAND SANITIZER,0,251,25,0,0,0,0,0
1238,128,CHEFS MEAT FLAVORED SAUCE,3410712347,6,CHEFS MEAT FLAVORED SAUCE,0,11,10,0,0,0,0,0
1239,128,CHEFS TOMATO BASIL SAUCE,3410712348,6,CHEFS TOMATO BASIL SAUCE,0,8,10,0,0,0,0,0
1240,128,CHEFS PLAIN SAUCE,3410712345,6,CHEFS PLAIN SAUCE,0,18,10,0,0,0,0,0
1241,128,CHIAVETTAS ITALIAN DRESSING 16 OZ,2047731100,6,CHIAVETTAS ITALIAN DRESSING 16 OZ,0,14,6,0,0,0,0,0
1242,128,TIM HORTONS ORIGINAL BLEND KEURIG,6320905750,6,TIM HORTONS ORIGINAL BLEND KEURIG PODS,0,18,3,0,0,0,0,0
1243,128,TIM HORTONS DARK ROAST KEURIG,6320907236,6,TIM HORTONS DARK ROAST KEURIG PODS,0,19,3,0,0,0,0,0
1244,128,TIM HORTONS ORIGINAL BLEND GROUND COFFEE,6320900992,6,TIM HORTONS ORIGINAL BLEND GROUND COFFEE,0,21,5,0,0,0,0,0
1245,128,TIM HORTONS DARK ROAST GROUND COFFEE,6320907232,6,TIM HORTONS DARK ROAST GROUND COFFEE,0,22,5,0,0,0,0,0
1246,116,TLL Smoke Left,944TLL-SMOKE-L,16,TLL Smoke Left,0,5,42,0,0,0,0,0
1247,116,TLL Smoke Right,944TLL-SMOKE-R,16,TLL Smoke Right,0,5,42,0,0,0,0,0
1248,257,GA WATER BOTTLE,WBRED001,24,GA WATER BOTTLE-RED,396,73,21,0,0,0,0,1
1249,257,GA NOTEBOOK,NBBLACK002,36,GA NOTEBOOK,254,55,27,0,0,0,0,1
1250,257,GA BASEBALL CAP,BC003,150,GA BASEBALL CAP,41,88,58,0,0,0,0,0
1251,257,GA BEANIE HATS,BH004,144,GA BEANIE HATS,26,7,58,0,0,0,0,0
1252,108,BOWL-013,BOWL013,6,Send Noods Bowl,0,41,4,0,0,0,0,1
1253,89,DV201BS,DV201BS,2,BH V-Neck Trim Vest - Black/Silver Fox - S,0,0,2,0,0,0,0,0
1254,89,DV201BM,DV201BM,2,BH V-Neck Trim Vest - Black/Silver Fox - M,0,0,2,0,0,0,0,0
1255,89,DV201BL,DV201BL,2,BH V-Neck Trim Vest - Black/Silver Fox - L,0,0,2,0,0,0,0,0
1256,89,DV201BXL,DV201BXL,2,BH V-Neck Trim Vest - Black/Silver Fox - XL,0,0,2,0,0,0,0,0
1257,89,DV201SM,DV201SM,1,BH V-Neck Trim Vest - Stone/Stone Feather - M,0,0,1,0,0,0,0,0
1258,89,DV201SL,DV201SL,1,BH V-Neck Trim Vest - Stone/Stone Feather - L,0,0,1,0,0,0,0,0
1259,89,DJ202BXS,DJ202BXS,1,BH Crew Trim Jacket - Black/Silver Fox - XS,0,1,2,0,0,0,0,0
1260,89,DJ202BS,DJ202BS,6,BH Crew Trim Jacket - Black/Silver Fox - S,0,1,12,0,0,0,0,0
1261,89,DJ202BM,DJ202BM,8,BH Crew Trim Jacket - Black/Silver Fox - M,0,3,16,0,0,0,0,0
1262,89,DJ202BL,DJ202BL,6,BH Crew Trim Jacket - Black/Silver Fox - L,0,5,12,0,0,0,0,0
1263,89,DJ202BXL,DJ202BXL,1,BH Crew Trim Jacket - Black/Silver Fox - XL,0,0,2,0,0,0,0,0
1264,89,DA252B,DA252B,6,BH Fur Edge Scarf - Black/Silver Fox,0,0,3,0,0,0,0,0
1265,89,DA252S,DA252S,2,BH Fur Edge Scarf - Stone/Stone Feather,0,0,1,0,0,0,0,0
1266,89,DJ203BS,DJ203BS,2,BH Cuffed Kimono - Black/Silver Fox - S,0,0,4,0,0,0,0,0
1267,89,DJ203BM,DJ203BM,2,BH Cuffed Kimono - Black/Silver Fox - M,0,1,4,0,0,0,0,0
1268,89,DJ203BL,DJ203BL,1,BH Cuffed Kimono - Black/Silver Fox - L,0,0,2,0,0,0,0,0
1269,89,DJ203BXL,DJ203BXL,1,BH Cuffed Kimono - Black/Silver Fox - XL,0,0,2,0,0,0,0,0
1270,89,DA255S1,DA255S1,6,BH Poncho - Sand - Size 1,0,0,6,0,0,0,0,0
1271,89,DA255S2,DA255S2,5,BH Poncho - Sand - Size 2,0,0,5,0,0,0,0,0
1272,89,DA255B1,DA255B1,8,BH Poncho - Black - Size 1,0,0,8,0,0,0,0,0
1273,89,DA255B2,DA255B2,8,BH Poncho - Black - Size 2,0,0,8,0,0,0,0,0
1274,89,DA255A1,DA255A1,12,BH Poncho - Ash - Size 1,0,0,12,0,0,0,0,0
1275,89,DA255A2,DA255A2,6,BH Poncho - Ash - Size 2,0,0,6,0,0,0,0,0
1276,89,AV2000RBS,AV2000RBS,1,BH Vest - Rue Blu - S,0,0,1,0,0,0,0,0
1277,89,AV2000RBM,AV2000RBM,1,BH Vest - Rue Blu - M,0,0,1,0,0,0,0,0
1278,89,AV2000RBL,AV2000RBL,2,BH Vest - Rue Blu - L,0,0,2,0,0,0,0,0
1279,89,AV2000RBXL,AV2000RBXL,1,BH Vest - Rue Blu - XL,0,0,1,0,0,0,0,0
1280,89,AV2000PRS,AV2000PRS,4,BH Vest - Pink Rose - S,0,2,4,0,0,0,0,0
1281,89,AV2000PRM,AV2000PRM,8,BH Vest - Pink Rose - M,0,2,8,0,0,0,0,0
1282,89,AV2000PRL,AV2000PRL,8,BH Vest - Pink Rose - L,0,4,8,0,0,0,0,0
1283,89,AV2000PRXL,AV2000PRXL,4,BH Vest - Pink Rose - XL,0,1,4,0,0,0,0,0
1284,89,DC254BXS,DC254BXS,1,BH Colorblock Coat - Black - XS,0,1,2,0,0,0,0,0
1285,89,DC254BS,DC254BS,2,BH Colorblock Coat - Black - S,0,1,4,0,0,0,0,0
1286,89,DC254BM,DC254BM,1,BH Colorblock Coat - Black - M,0,0,2,0,0,0,0,0
1287,89,DC254BL,DC254BL,2,BH Colorblock Coat - Black - L,0,0,4,0,0,0,0,0
1288,89,DC254PRXS,DC254PRXS,1,BH Colorblock Coat - Pink Rose - XS,0,0,2,0,0,0,0,0
1289,89,DC254PRS,DC254PRS,1,BH Colorblock Coat - Pink Rose - S,0,0,2,0,0,0,0,0
1290,89,DC254PRM,DC254PRM,2,BH Colorblock Coat - Pink Rose - M,0,0,4,0,0,0,0,0
1291,89,DC254PRL,DC254PRL,1,BH Colorblock Coat - Pink Rose - L,0,0,2,0,0,0,0,0
1292,89,DC254PRXL,DC254PRXL,1,BH Colorblock Coat - Pink Rose - XL,0,0,2,0,0,0,0,0
1293,89,A2004A,A2004A,6,BH Pom Scarf - Ash,0,0,3,0,0,0,0,0
1294,89,A2004PR,A2004PR,4,BH Pom Scarf - Pink Rose,0,0,2,0,0,0,0,0
1295,89,A2004RB,A2004RB,2,BH Pom Scarf - Rue Blu,0,0,1,0,0,0,0,0
1296,89,A2004SD,A2004SD,2,BH Pom Scarf - Sand,0,0,1,0,0,0,0,0
1297,89,CJ137AS,CJ137AS,3,BH Hoodie - Ash - S,0,1,6,0,0,0,0,0
1298,89,CJ137AM,CJ137AM,2,BH Hoodie - Ash - M,0,1,4,0,0,0,0,0
1299,89,CJ137AL,CJ137AL,3,BH Hoodie - Ash - L,0,2,6,0,0,0,0,0
1300,89,CJ137PRXS,CJ137PRXS,1,BH Hoodie - Pink Rose - XS,0,1,2,0,0,0,0,0
1301,89,CJ137PRS,CJ137PRS,2,BH Hoodie - Pink Rose - S,0,0,4,0,0,0,0,0
1302,89,CJ137PRM,CJ137PRM,2,BH Hoodie - Pink Rose - M,0,0,4,0,0,0,0,0
1303,89,CJ137PRL,CJ137PRL,1,BH Hoodie - Pink Rose - L,0,0,2,0,0,0,0,0
1304,89,CA720A,CA720A,6,BH String Mitten - Ash,0,0,3,0,0,0,0,0
1305,89,CA720PR,CA720PR,20,BH String Mitten - Pink Rose,0,0,10,0,0,0,0,0
1306,89,CA720RB,CA720RB,6,BH String Mitten - Rue Blu,0,0,3,0,0,0,0,0
1307,89,CA720S,CA720S,8,BH String Mitten - Sand,0,0,4,0,0,0,0,0
1308,89,DA250B,DA250B,12,BH Fur Pom Hat - Black/Silver Fox,0,0,6,0,0,0,0,0
1309,89,DA250S,DA250S,4,BH Fur Pom Hat - Stone/Stone Feather,0,0,2,0,0,0,0,0
1310,89,CA703A,CA703A,4,BH Pom Hat - Ash,0,4,2,0,0,0,0,0
1311,89,CA703PR,CA703PR,4,BH Pom Hat - Pink Rose,0,2,2,0,0,0,0,0
1312,89,CA703S,CA703S,8,BH Pom Hat - Sand,0,0,4,0,0,0,0,0
1313,89,CA703RB,CA703RB,4,BH Pom Hat - Rue Blu,0,3,2,0,0,0,0,0
1314,89,DV011XS,DV011XS,2,Spiky Feather Vest - Stone Feather - XS,0,0,2,0,0,0,0,0
1315,89,DV011S,DV011S,14,Spiky Feather Vest - Stone Feather - S,0,2,14,0,0,0,0,0
1316,89,DV011M,DV011M,14,Spiky Feather Vest - Stone Feather - M,0,1,14,0,0,0,0,0
1317,89,DV011L,DV011L,9,Spiky Feather Vest - Stone Feather - L,0,5,9,0,0,0,0,0
1318,89,DV011XL,DV011XL,5,Spiky Feather Vest - Stone Feather - XL,0,2,5,0,0,0,0,0
1319,89,DJ012XS,DJ012XS,1,Spiky Feather Jacket - Stone Feather - XS,0,1,2,0,0,0,0,0
1320,89,DJ012S,DJ012S,4,Spiky Feather Jacket - Stone Feather - S,0,2,8,0,0,0,0,0
1321,89,DJ012M,DJ012M,4,Spiky Feather Jacket - Stone Feather - M,0,2,8,0,0,0,0,0
1322,89,DJ012L,DJ012L,1,Spiky Feather Jacket - Stone Feather - L,0,0,2,0,0,0,0,0
1323,89,DJ012XL,DJ012XL,1,Spiky Feather Jacket - Stone Feather - XL,0,1,2,0,0,0,0,0
1324,89,DV004XS,DV004XS,1,Beatrice Vest - Black/Pewter - XS,0,1,2,0,0,0,0,0
1325,89,DV004S,DV004S,10,Beatrice Vest - Black/Pewter - S,0,4,15,0,0,0,0,0
1326,89,DV004M,DV004M,12,Beatrice Vest - Black/Pewter - M,0,5,18,0,0,0,0,0
1327,89,DV004L,DV004L,14,Beatrice Vest - Black/Pewter - L,0,4,21,0,0,0,0,0
1328,89,DV004XL,DV004XL,8,Beatrice Vest - Black/Pewter - XL,0,0,12,0,0,0,0,0
1329,89,DJ005XS,DJ005XS,1,Vicky Jacket - Chevron Fox - XS,0,0,2,0,0,0,0,0
1330,89,DJ005S,DJ005S,6,Vicky Jacket - Chevron Fox - S,0,0,12,0,0,0,0,0
1331,89,DJ005M,DJ005M,4,Vicky Jacket - Chevron Fox - M,0,0,8,0,0,0,0,0
1332,89,DJ005L,DJ005L,3,Vicky Jacket - Chevron Fox - L,0,0,6,0,0,0,0,0
1333,89,DJ005XL,DJ005XL,2,Vicky Jacket - Chevron Fox - XL,0,0,4,0,0,0,0,0
1334,89,DA014C,DA014C,12,Hoodie Hugger - Coyote,0,5,6,0,0,0,0,0
1335,89,DA014P,DA014P,10,Hoodie Hugger - Pewter,0,4,5,0,0,0,0,0
1336,89,DA014S,DA014S,10,Hoodie Hugger - Saxon,0,7,5,0,0,0,0,0
1337,89,DV010BXS,DV010BXS,1,Nina Hoodie Vest - Black - XS,0,0,2,0,0,0,0,0
1338,89,DV010BS,DV010BS,5,Nina Hoodie Vest - Black - S,0,0,8,0,0,0,0,0
1339,89,DV010BM,DV010BM,8,Nina Hoodie Vest - Black - M,0,0,12,0,0,0,0,0
1340,89,DV010BL,DV010BL,8,Nina Hoodie Vest - Black - L,0,0,12,0,0,0,0,0
1341,89,DV010BXL,DV010BXL,5,Nina Hoodie Vest - Black - XL,0,0,8,0,0,0,0,0
1342,89,DC007BS,DC007BS,2,Emilia Zip Off Coat - Black - S,0,0,4,0,0,0,0,0
1343,89,DC007BM,DC007BM,4,Emilia Zip Off Coat - Black - M,0,0,8,0,0,0,0,0
1344,89,DC007BL,DC007BL,6,Emilia Zip Off Coat - Black - L,0,0,12,0,0,0,0,0
1345,89,DC007BXL,DC007BXL,2,Emilia Zip Off Coat - Black - XL,0,0,4,0,0,0,0,0
1346,89,DC007WXS,DC007WXS,2,Emilia Zip Off Coat - White - XS,0,0,4,0,0,0,0,0
1347,89,DC007WS,DC007WS,8,Emilia Zip Off Coat - White - S,0,0,16,0,0,0,0,0
1348,89,DC007WM,DC007WM,8,Emilia Zip Off Coat - White - M,0,0,16,0,0,0,0,0
1349,89,DC007WL,DC007WL,4,Emilia Zip Off Coat - White - L,0,0,8,0,0,0,0,0
1350,89,DC007WXL,DC007WXL,1,Emilia Zip Off Coat - White - XL,0,0,2,0,0,0,0,0
1351,89,BC841XS,BC841XS,1,Mosaic Duster - Mosaic - XS,0,0,2,0,0,0,0,0
1352,89,BC841M,BC841M,5,Mosaic Duster - Mosaic - M,0,0,10,0,0,0,0,0
1353,89,BC841L,BC841L,4,Mosaic Duster - Mosaic - L,0,0,8,0,0,0,0,0
1354,89,BC841XL,BC841XL,2,Mosaic Duster - Mosaic - XL,0,0,4,0,0,0,0,0
1355,89,DJ108XS,DJ108XS,2,Mosaic Bomber - Mosaic - XS,0,0,4,0,0,0,0,0
1356,89,DJ108S,DJ108S,5,Mosaic Bomber - Mosaic - S,0,0,10,0,0,0,0,0
1357,89,DJ108M,DJ108M,4,Mosaic Bomber - Mosaic - M,0,0,8,0,0,0,0,0
1358,89,DJ108L,DJ108L,2,Mosaic Bomber - Mosaic - L,0,1,4,0,0,0,0,0
1359,89,DJ108XL,DJ108XL,1,Mosaic Bomber - Mosaic - XL,0,1,2,0,0,0,0,0
1360,89,DJ108XXL,DJ108XXL,3,Mosaic Bomber - Mosaic - XXL,0,3,6,0,0,0,0,0
1361,89,DJ006PRS,DJ006PRS,2,Silvia Jacket - Pink Rose - S,0,1,4,0,0,0,0,0
1362,89,DJ006PRM,DJ006PRM,3,Silvia Jacket - Pink Rose - M,0,2,6,0,0,0,0,0
1363,89,DJ006PRL,DJ006PRL,1,Silvia Jacket - Pink Rose - L,0,0,2,0,0,0,0,0
1364,89,DJ006PRXL,DJ006PRXL,2,Silvia Jacket - Pink Rose - XL,0,0,4,0,0,0,0,0
1365,89,DJ006SFS,DJ006SFS,2,Silvia Jacket - Silver Fox - S,0,0,4,0,0,0,0,0
1366,89,DJ006SFM,DJ006SFM,4,Silvia Jacket - Silver Fox - M,0,1,8,0,0,0,0,0
1367,89,DJ006SFL,DJ006SFL,2,Silvia Jacket - Silver Fox - L,0,2,4,0,0,0,0,0
1368,89,DJ006SFXL,DJ006SFXL,2,Silvia Jacket - Silver Fox - XL,0,0,4,0,0,0,0,0
1369,89,DJ277XS,DJ277XS,2,Leopard Reversible Jacket - XS,0,0,4,0,0,0,0,0
1370,89,DJ277S,DJ277S,10,Leopard Reversible Jacket - S,0,0,20,0,0,0,0,0
1371,89,DJ277M,DJ277M,14,Leopard Reversible Jacket - M,0,0,28,0,0,0,0,0
1372,89,DJ277L,DJ277L,10,Leopard Reversible Jacket - L,0,0,20,0,0,0,0,0
1373,89,DJ277XL,DJ277XL,6,Leopard Reversible Jacket - XL,0,0,12,0,0,0,0,0
1374,89,DJ277XXL,DJ277XXL,5,Leopard Reversible Jacket - XXL,0,2,10,0,0,0,0,0
1375,89,DC001NS,DC001NS,2,Mandy Car Coat - Navy - S,0,1,4,0,0,0,0,0
1376,89,DC001NM,DC001NM,6,Mandy Car Coat - Navy - M,0,0,12,0,0,0,0,0
1377,89,DC001NL,DC001NL,5,Mandy Car Coat - Navy - L,0,4,10,0,0,0,0,0
1378,89,DC001NXL,DC001NXL,3,Mandy Car Coat - Navy - XL,0,3,6,0,0,0,0,0
1379,89,DC001NXXL,DC001NXXL,3,Mandy Car Coat - Navy - XXL,0,3,6,0,0,0,0,0
1380,89,DC001PRS,DC001PRS,1,Mandy Car Coat - Pink Rose - S,0,0,2,0,0,0,0,0
1381,89,DC001PRM,DC001PRM,2,Mandy Car Coat - Pink Rose - M,0,0,4,0,0,0,0,0
1382,89,DC001PRL,DC001PRL,2,Mandy Car Coat - Pink Rose - L,0,2,4,0,0,0,0,0
1383,89,DC002LS,DC002LS,1,Delilah Duster - Leopard - S,0,0,2,0,0,0,0,0
1384,89,DC002LM,DC002LM,4,Delilah Duster - Leopard - M,0,0,8,0,0,0,0,0
1385,89,DC002LL,DC002LL,3,Delilah Duster - Leopard - L,0,0,6,0,0,0,0,0
1386,89,DC002LXL,DC002LXL,1,Delilah Duster - Leopard - XL,0,0,2,0,0,0,0,0
1387,89,DC002PRS,DC002PRS,1,Delilah Duster - Pink Rose - S,0,0,2,0,0,0,0,0
1388,89,DC002PRM,DC002PRM,1,Delilah Duster - Pink Rose - M,0,1,2,0,0,0,0,0
1389,89,DC002PRL,DC002PRL,1,Delilah Duster - Pink Rose - L,0,1,2,0,0,0,0,0
1390,89,DV003BS,DV003BS,1,Delilah Vest - Black - S,0,1,2,0,0,0,0,0
1391,89,DV003BM,DV003BM,1,Delilah Vest - Black - M,0,1,2,0,0,0,0,0
1392,89,DV003BL,DV003BL,2,Delilah Vest - Black - L,0,1,3,0,0,0,0,0
1393,89,DV003BXL,DV003BXL,1,Delilah Vest - Black - XL,0,0,2,0,0,0,0,0
1394,89,DV003PRS,DV003PRS,5,Delilah Vest - Pink Rose - S,0,3,8,0,0,0,0,0
1395,89,DV003PRM,DV003PRM,3,Delilah Vest - Pink Rose - M,0,3,5,0,0,0,0,0
1396,89,DV003PRL,DV003PRL,6,Delilah Vest - Pink Rose - L,0,2,9,0,0,0,0,0
1397,89,DV003PRXL,DV003PRXL,5,Delilah Vest - Pink Rose - XL,0,2,8,0,0,0,0,0
1398,89,AJ1527BXL,AJ1527BXL,2,Audrey Swing - Black - XL,0,0,4,0,0,0,0,0
1399,89,AJ1527PRXS,AJ1527PRXS,1,Audrey Swing - Pink Rose - XS,0,0,2,0,0,0,0,0
1400,89,AJ1527PRS,AJ1527PRS,2,Audrey Swing - Pink Rose - S,0,2,4,0,0,0,0,0
1401,89,AJ1527PRM,AJ1527PRM,2,Audrey Swing - Pink Rose - M,0,0,4,0,0,0,0,0
1402,89,AJ1527PRL,AJ1527PRL,2,Audrey Swing - Pink Rose - L,0,0,4,0,0,0,0,0
1403,89,AJ1527PRXL,AJ1527PRXL,1,Audrey Swing - Pink Rose - XL,0,0,2,0,0,0,0,0
1404,89,DC104BXS,DC104BXS,1,Marilyn Coat - Black Persian - XS,0,0,3,0,0,0,0,0
1405,89,DC104BXL,DC104BXL,1,Marilyn Coat - Black Persian - XL,0,0,3,0,0,0,0,0
1406,89,DC105BM,DC105BM,1,Symphony Coat - Black Persian - M,0,0,3,0,0,0,0,0
1407,89,DC105BXL,DC105BXL,1,Symphony Coat - Black Persian - XL,0,0,3,0,0,0,0,0
1408,89,DC105BXXL,DC105BXXL,4,Symphony Coat - Black Persian - XXL,0,0,10,0,0,0,0,0
1409,89,DC105BRS,DC105BRS,1,Symphony Coat - Chocolate Persian - S,0,0,3,0,0,0,0,0
1410,89,DC105BRM,DC105BRM,1,Symphony Coat - Chocolate Persian - M,0,0,3,0,0,0,0,0
1411,89,DC105BRL,DC105BRL,1,Symphony Coat - Chocolate Persian - L,0,0,3,0,0,0,0,0
1412,89,DC105BRXL,DC105BRXL,2,Symphony Coat - Chocolate Persian - XL,0,0,5,0,0,0,0,0
1413,89,DC105BRXXL,DC105BRXXL,4,Symphony Coat - Chocolate Persian - XXL,0,0,10,0,0,0,0,0
1414,89,DC106BS,DC106BS,2,Darcie Car Coat - Black Persian - S,0,0,4,0,0,0,0,0
1415,89,DC106BM,DC106BM,4,Darcie Car Coat - Black Persian - M,0,0,8,0,0,0,0,0
1416,89,DC106BL,DC106BL,1,Darcie Car Coat - Black Persian - L,0,0,2,0,0,0,0,0
1417,89,DC106BXL,DC106BXL,1,Darcie Car Coat - Black Persian - XL,0,0,2,0,0,0,0,0
1418,89,DC106BXXL,DC106BXXL,1,Darcie Car Coat - Black Persian - XXL,0,0,2,0,0,0,0,0
1419,89,DC130SXS,DC130SXS,1,Sienna Coat - Saxon - XS,0,0,3,0,0,0,0,0
1420,89,DC130SS,DC130SS,5,Sienna Coat - Saxon - S,0,2,13,0,0,0,0,0
1421,89,DC130SM,DC130SM,8,Sienna Coat - Saxon - M,0,2,20,0,0,0,0,0
1422,89,DC130SL,DC130SL,4,Sienna Coat - Saxon - L,0,2,10,0,0,0,0,0
1423,89,DC130SXL,DC130SXL,5,Sienna Coat - Saxon - XL,0,0,13,0,0,0,0,0
1424,89,DE100B1,DE100B1,1,Gwyneth Stole - Black - Size 1,0,1,1,0,0,0,0,0
1425,89,DE100B2,DE100B2,1,Gwyneth Stole - Black - Size 2,0,1,1,0,0,0,0,0
1426,89,DE100I1,DE100I1,1,Gwyneth Stole - Ivory - Size 1,0,0,1,0,0,0,0,0
1427,89,DE100I2,DE100I2,1,Gwyneth Stole - Ivory - Size 2,0,1,1,0,0,0,0,0
1428,89,DE102B1,DE102B1,6,Matilda Capelet - Black - Size 1,0,5,6,0,0,0,0,0
1429,89,DE102B2,DE102B2,2,Matilda Capelet - Black - Size 2,0,1,2,0,0,0,0,0
1430,89,DE102I1,DE102I1,3,Matilda Capelet - Ivory - Size 1,0,1,3,0,0,0,0,0
1431,89,DE102I2,DE102I2,3,Matilda Capelet - Ivory - Size 2,0,1,3,0,0,0,0,0
1432,89,DE102VB1,DE102VB1,4,Matilda Capelet - Vintage Brown - Size 1,0,2,4,0,0,0,0,0
1433,89,DE102VB2,DE102VB2,2,Matilda Capelet - Vintage Brown - Size 2,0,2,2,0,0,0,0,0
1434,89,DA170C,DA170C,22,Pillbox Hat - Coyote,0,0,11,0,0,0,0,0
1435,89,DA170P,DA170P,6,Pillbox Hat - Pewter,0,0,3,0,0,0,0,0
1436,89,CA715B,CA715B,7,Vintage Poncho - Black Sable,0,0,11,0,0,0,0,0
1437,89,CA715BR,CA715BR,5,Vintage Poncho - Brown Sable,0,1,8,0,0,0,0,0
1438,89,CC116BXS,CC116BXS,1,Glamourette Coat - Black Sable - XS,0,1,3,0,0,0,0,0
1439,89,CC116BS,CC116BS,2,Glamourette Coat - Black Sable - S,0,1,5,0,0,0,0,0
1440,89,CC116BM,CC116BM,2,Glamourette Coat - Black Sable - M,0,0,5,0,0,0,0,0
1441,89,CC116BL,CC116BL,1,Glamourette Coat - Black Sable - L,0,0,3,0,0,0,0,0
1442,89,CC116BXL,CC116BXL,1,Glamourette Coat - Black Sable - XL,0,0,3,0,0,0,0,0
1443,89,CC116BRXS,CC116BRXS,1,Glamourette Coat - Brown Sable - XS,0,0,3,0,0,0,0,0
1444,89,CC116BRS,CC116BRS,4,Glamourette Coat - Brown Sable - S,0,2,10,0,0,0,0,0
1445,89,CC116BRM,CC116BRM,6,Glamourette Coat - Brown Sable - M,0,3,15,0,0,0,0,0
1446,89,CC116BRL,CC116BRL,8,Glamourette Coat - Brown Sable - L,0,5,20,0,0,0,0,0
1447,89,CC116BRXL,CC116BRXL,12,Glamourette Coat - Brown Sable - XL,0,3,30,0,0,0,0,0
1448,89,CC116BRXXL,CC116BRXXL,7,Glamourette Coat - Brown Sable - XXL,0,1,18,0,0,0,0,0
1449,89,DN110S1,DN110S1,8,Ruby Shrug - Saxon - Size 1,0,5,8,0,0,0,0,0
1450,89,DN110S2,DN110S2,8,Ruby Shrug - Saxon - Size 2,0,5,8,0,0,0,0,0
1451,89,A1411C,A1411C,5,Two Tone Scarf - Coyote,0,0,3,0,0,0,0,0
1452,89,BA843C,BA843C,20,Headband - Coyote,0,0,10,0,0,0,0,0
1453,89,BA843P,BA843P,18,Headband - Pewter,0,5,9,0,0,0,0,0
1454,89,BA843S,BA843S,12,Headband - Saxon,0,0,6,0,0,0,0,0
1455,89,DC117BS,DC117BS,2,Topaz Swing - Black - S,0,0,4,0,0,0,0,0
1456,89,DC117BM,DC117BM,1,Topaz Swing - Black - M,0,1,2,0,0,0,0,0
1457,89,DC117BL,DC117BL,1,Topaz Swing - Black - L,0,0,2,0,0,0,0,0
1458,89,DC117BXL,DC117BXL,1,Topaz Swing - Black - XL,0,0,2,0,0,0,0,0
1459,89,DC117BRS,DC117BRS,2,Topaz Swing - Brown - S,0,1,4,0,0,0,0,0
1460,89,DC117BRM,DC117BRM,4,Topaz Swing - Brown - M,0,3,8,0,0,0,0,0
1461,89,DC117BRL,DC117BRL,2,Topaz Swing - Brown - L,0,1,4,0,0,0,0,0
1462,89,DC117BRXL,DC117BRXL,2,Topaz Swing - Brown - XL,0,0,4,0,0,0,0,0
1463,89,DJ115BS,DJ115BS,2,Vintage Shortie - Black Sable - S,0,1,4,0,0,0,0,0
1464,89,DJ115BM,DJ115BM,4,Vintage Shortie - Black Sable - M,0,0,8,0,0,0,0,0
1465,89,DJ115BL,DJ115BL,2,Vintage Shortie - Black Sable - L,0,1,4,0,0,0,0,0
1466,89,DJ115BXL,DJ115BXL,1,Vintage Shortie - Black Sable - XL,0,0,2,0,0,0,0,0
1467,89,BJ879HS,BJ879HS,6,Elle Shortie - Honeycomb - S,0,1,12,0,0,0,0,0
1468,89,BJ879HM,BJ879HM,5,Elle Shortie - Honeycomb - M,0,2,10,0,0,0,0,0
1469,89,BJ879HL,BJ879HL,5,Elle Shortie - Honeycomb - L,0,2,10,0,0,0,0,0
1470,89,BJ879HXL,BJ879HXL,3,Elle Shortie - Honeycomb - XL,0,0,6,0,0,0,0,0
1471,89,BJ879OS,BJ879OS,4,Elle Shortie - Ocelot - S,0,2,8,0,0,0,0,0
1472,89,BJ879OM,BJ879OM,5,Elle Shortie - Ocelot - M,0,2,10,0,0,0,0,0
1473,89,BJ879OL,BJ879OL,3,Elle Shortie - Ocelot - L,0,2,6,0,0,0,0,0
1474,89,BJ879OXL,BJ879OXL,1,Elle Shortie - Ocelot - XL,0,1,2,0,0,0,0,0
1475,89,DJ116OS,DJ116OS,3,Carlisle Coat - Ocelot - S,0,0,6,0,0,0,0,0
1476,89,DJ116OM,DJ116OM,3,Carlisle Coat - Ocelot - M,0,0,6,0,0,0,0,0
1477,89,DJ116OL,DJ116OL,3,Carlisle Coat - Ocelot - L,0,0,6,0,0,0,0,0
1478,89,DJ116OXL,DJ116OXL,2,Carlisle Coat - Ocelot - XL,0,0,4,0,0,0,0,0
1479,89,DJ111HXS,DJ111HXS,1,Slouchy Hoodie - Honeycomb - XS,0,0,2,0,0,0,0,0
1480,89,DJ111HS,DJ111HS,1,Slouchy Hoodie - Honeycomb - S,0,0,2,0,0,0,0,0
1481,89,DJ111HM,DJ111HM,1,Slouchy Hoodie - Honeycomb - M,0,0,2,0,0,0,0,0
1482,89,DV113BXS,DV113BXS,1,Mandarin Collar Vest - Black - XS,0,0,1,0,0,0,0,0
1483,89,DV113BS,DV113BS,2,Mandarin Collar Vest - Black - S,0,1,2,0,0,0,0,0
1484,89,DV113BM,DV113BM,2,Mandarin Collar Vest - Black - M,0,1,2,0,0,0,0,0
1485,89,DV113BL,DV113BL,1,Mandarin Collar Vest - Black - L,0,1,1,0,0,0,0,0
